charger,0-> 1-> 2-> 3-> 5-> 6-> 7-> 8-> 10-> 13-> 14-> 18,12
15.6,0-> 4-> 5-> 9-> 10-> 11-> 14-> 15-> 16-> 18-> 20,11
3,0-> 1-> 2-> 5-> 6-> 7-> 10-> 11-> 13-> 14-> 18,11
base,0-> 2-> 3-> 4-> 5-> 7-> 8-> 9-> 10-> 11,10
speed,0-> 2-> 3-> 4-> 5-> 7-> 8-> 9-> 10-> 11,10
installed,0-> 1-> 3-> 5-> 6-> 8-> 10-> 13-> 14-> 18,10
2,0-> 1-> 5-> 6-> 10-> 11-> 13-> 14-> 17-> 18,10
HDMI,0-> 1-> 2-> 3-> 5-> 6-> 7-> 8-> 10-> 11,10
not,1-> 2-> 3-> 6-> 7-> 8-> 10-> 11-> 14-> 18,10
HD,0-> 4-> 5-> 9-> 10-> 11-> 13-> 16-> 17,9
Dell,0-> 3-> 5-> 8-> 10-> 11-> 13-> 14-> 18,9
Box,0-> 1-> 3-> 5-> 6-> 8-> 10-> 14-> 18,9
i3,1-> 2-> 4-> 6-> 7-> 9-> 11-> 16-> 17,9
GHz,1-> 3-> 6-> 8-> 10-> 15-> 16-> 17-> 19,9
620,2-> 3-> 4-> 7-> 8-> 9-> 10-> 11-> 16,9
system,3-> 4-> 8-> 9-> 12-> 15-> 16-> 19-> 20,9
Lithium,0-> 3-> 5-> 8-> 10-> 13-> 14-> 18,8
Audio,0-> 2-> 3-> 5-> 7-> 8-> 10-> 17,8
8th,2-> 7-> 10-> 11-> 12-> 13-> 17-> 18,8
manufacturing,0-> 1-> 2-> 5-> 6-> 7-> 11,7
defects,0-> 1-> 2-> 5-> 6-> 7-> 11,7
With,0-> 1-> 5-> 6-> 13-> 14-> 18,7
Show,1-> 2-> 4-> 6-> 7-> 9-> 10,7
More,1-> 2-> 4-> 6-> 7-> 9-> 10,7
i5,3-> 8-> 10-> 12-> 13-> 18-> 19,7
8GB,3-> 8-> 10-> 12-> 15-> 18-> 19,7
operating,4-> 9-> 12-> 15-> 16-> 19-> 20,7
out,0-> 3-> 5-> 8-> 10-> 11,6
14,1-> 2-> 6-> 7-> 13-> 17,6
card,1-> 2-> 3-> 6-> 7-> 8,6
reader,1-> 2-> 3-> 6-> 7-> 8,6
cache,2-> 3-> 4-> 7-> 8-> 9,6
FHD,2-> 3-> 7-> 8-> 14-> 18,6
x,2-> 3-> 7-> 8-> 17-> 18,6
UHD,2-> 3-> 7-> 8-> 10-> 19,6
light,2-> 3-> 4-> 7-> 8-> 9,6
design,2-> 3-> 4-> 7-> 8-> 9,6
8250U,3-> 8-> 10-> 12-> 13-> 18,6
Hardware,3-> 8-> 10-> 13-> 14-> 18,6
Issues,3-> 8-> 10-> 13-> 14-> 18,6
hard,4-> 9-> 15-> 16-> 19-> 20,6
screen,4-> 9-> 15-> 16-> 19-> 20,6
Other,0-> 2-> 5-> 7-> 10,5
Battery,1-> 2-> 6-> 7-> 11,5
(1920,2-> 3-> 7-> 8-> 18,5
HP,2-> 4-> 7-> 9-> 17,5
kg,2-> 4-> 7-> 9-> 11,5
Full,4-> 9-> 10-> 11-> 17,5
(1920x1080),4-> 9-> 10-> 11-> 14,5
6th,0-> 1-> 5-> 6,4
6006U,0-> 1-> 5-> 6,4
Anti,0-> 8-> 3-> 5,4
glare,0-> 8-> 3-> 5,4
Integrated,16-> 1-> 6-> 17,4
2.1kg,1-> 4-> 6-> 9,4
hours,1-> 4-> 6-> 9,4
cores,9-> 2-> 4-> 7,4
1080),8-> 2-> 3-> 7,4
WLED,9-> 2-> 4-> 7,4
backlit,8-> 2-> 3-> 7,4
GB,17-> 2-> 19-> 7,4
for,17-> 2-> 13-> 7,4
Thin,8-> 2-> 3-> 7,4
3,8-> 2-> 3-> 7,4
box,2-> 11-> 13-> 7,4
SD,8-> 2-> 3-> 7,4
Without,8-> 2-> 3-> 7,4
onsite,8-> 11-> 3-> 13,4
7th,16-> 9-> 4-> 20,4
5400rpm,16-> 9-> 4-> 15,4
2.2,9-> 4-> 17-> 15,4
2.5kg,10-> 18-> 14-> 15,4
(1366x768),0-> 13-> 5,3
520,0-> 13-> 5,3
5,1-> 6-> 14,3
user,1-> 10-> 6,3
guide,1-> 10-> 6,3
Type,1-> 6-> 17,3
C,1-> 6-> 17,3
4,1-> 6-> 17,3
audio,1-> 11-> 6,3
LAN,1-> 6-> 17,3
8130U,17-> 2-> 7,3
IPS,17-> 2-> 7,3
enabled,17-> 2-> 7,3
8,2-> 14-> 7,3
Fast,17-> 2-> 7,3
Backlit,17-> 2-> 7,3
Charge,17-> 2-> 7,3
Preinstalled,2-> 11-> 7,3
features,2-> 10-> 7,3
Pen,17-> 2-> 7,3
B&O,17-> 2-> 7,3
Play,17-> 2-> 7,3
3.4,8-> 17-> 3,3
13.3,8-> 19-> 3,3
LED,8-> 17-> 3,3
SSD,8-> 17-> 3,3
7100U,16-> 9-> 4,3
AMD,18-> 13-> 14,3
Corei3,0-> 5,2
2GHz,0-> 5,2
technology,0-> 5,2
2.18kg,0-> 5,2
Comes,0-> 5,2
accidental,0-> 5,2
damage,0-> 5,2
protection,0-> 5,2
date,0-> 5,2
of,0-> 5,2
purchase,0-> 5,2
2,1-> 6,2
Antiglare,1-> 6,2
Life,1-> 6,2
Upto,1-> 6,2
Lenovo,1-> 6,2
(USB,1-> 6,2
3.0),1-> 6,2
in,1-> 6,2
(SD,1-> 6,2
SDHC,1-> 6,2
SDXC,1-> 6,2
MMC),1-> 6,2
Combo,1-> 6,2
microphone,1-> 6,2
jack,1-> 6,2
port,1-> 6,2
ODD,1-> 6,2
2.2GHz,2-> 7,2
4MB,2-> 7,2
Touchscreen,2-> 7,2
SSHD,2-> 7,2
NAND,2-> 7,2
Flash,2-> 7,2
Bootup,2-> 7,2
ProtectSmart,2-> 7,2
Protection,2-> 7,2
convertible,2-> 7,2
keyboard,2-> 7,2
1.59,2-> 7,2
cell,2-> 7,2
Prismatic,2-> 7,2
inking,2-> 7,2
pen,2-> 7,2
output,2-> 7,2
Inking,2-> 7,2
Boost,2-> 7,2
6MB,8-> 3,2
DDR,8-> 3,2
256GB,8-> 3,2
1.50kg,8-> 3,2
3.1,8-> 3,2
2.4GHz,9-> 4,2
3MB,9-> 4,2
Multi,9-> 4,2
touch,9-> 4,2
gesture,9-> 4,2
support,9-> 4,2
thin,9-> 4,2
average,9-> 4,2
life,9-> 4,2
=,9-> 4,2
7,9-> 4,2
fast,9-> 4,2
charge,9-> 4,2
16GB,11-> 20,2
Radeon,18-> 13,2
2GB,18-> 13,2
i7,20-> 15,2
GeForce,20-> 15,2
GTX,20-> 15,2
1050,20-> 15,2
256,17-> 19,2
1080,17-> 18,2
1.6,10,1
manual,10,1
Waves,10,1
MaxxAudio,10,1
core,11,1
8130,11,1
3.0GHz,11,1
Preloaded,11,1
graphics,11,1
Optane,11,1
memory,11,1
2.5,11,1
AC,11,1
Adapter,11,1
Generation,12,1
TB,12,1
+,12,1
MSOffice,12,1
2kg,13,1
Suitable,13,1
basic,13,1
usage,13,1
Ryzen,14,1
2500U,14,1
Vega,14,1
Studfent,14,1
intel,15,1
8750H,15,1
NVidia,15,1
Ti,15,1
Serial,16,1
ATA,16,1
1.86kg,16,1
TurboBoost,17,1
up,17,1
to,17,1
MB,17,1
Smart,17,1
Cache,17,1
AVX2,17,1
Enhanced,17,1
SpeedStep,17,1
Technology,17,1
64,17,1
VT,17,1
Speed,17,1
Shift,17,1
Hyper,17,1
Threading,17,1
GB0,17,1
2400,17,1
(19.2,17,1
GB/s),17,1
SODIMM,17,1
Slots,17,1
(Upgradeable,17,1
12,17,1
GB),17,1
NVMe,17,1
M.2,17,1
Faster,17,1
Start,17,1
No,17,1
Noise,17,1
Moving,17,1
Parts,17,1
Shock,17,1
Tolerance,17,1
Inch,17,1
Screen,17,1
Size,17,1
(64,17,1
bit),17,1
Additional,17,1
Microsoft,17,1
Cyberlink,17,1
Power,17,1
Media,17,1
Player,17,1
Games,17,1
(Shareware),17,1
CoolSense,17,1
Control,17,1
McAfee,17,1
LiveSafe,17,1
(30,17,1
days,17,1
trial),17,1
Support,17,1
Assistant,17,1
8,17,1
Recovery,17,1
Manager,17,1
Installer,17,1
Miracast,17,1
certified,17,1
Active,17,1
Island,17,1
style,17,1
Keyboard,17,1
PAN,17,1
Bluetooth,17,1
4.2,17,1
LE,17,1
Wireless,17,1
802.11ac,17,1
Multitouch,17,1
BrightView,17,1
14”,17,1
(35.56cm),17,1
Widescreen,17,1
220,17,1
nits,17,1
1920,17,1
(1080p),17,1
),18,1
530,18,1
2TB,18,1
8250,19,1
U,19,1
DDR3,19,1
SSDGB,19,1
0GB,19,1
2.8GHz,20,1
NVIDIA,20,1
TiÂ,20,1
3.00kg,20,1
